categoryA,categoryB,rightAttribute,leftAttribute,orStimulus,instructions,trial_type,stimulusImage,stimulusText,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.rt,participant,gender,age,frameRate,expName,date,
Insects,Flowers,Positive,Negative,or,"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,2,2,2,3,3,15,0,e,1,0.10187792778,i,1,0.0334429740906,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,2,2,2,4,0,16,2,i,1,0.0348479747772,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,2,2,2,4,1,17,3,e,1,0.201728820801,i,1,0.134191989899,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,2,2,2,4,2,18,1,i,1,0.0520050525665,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,2,2,2,4,3,19,3,e,1,0.217730045319,i,1,0.167824029922,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,3,3,3,0,0,0,3,e,1,0.202282905579,i,1,0.202023029327,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,3,3,3,0,1,1,2,i,1,0.168178081512,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,3,3,3,0,2,2,3,e,1,0.167906045914,i,1,0.151103019714,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,3,3,3,0,3,3,0,e,1,0.135087966919,i,1,0.134873867035,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,3,3,3,1,0,4,3,e,1,0.117861032486,i,1,0.100545883179,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,3,3,3,1,1,5,3,e,1,0.134225845337,i,1,0.134004116058,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,3,3,3,1,2,6,3,e,1,0.100779056549,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,3,3,3,1,3,7,2,i,1,0.134896039963,e,1,0.134628772736,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,3,3,3,2,0,8,1,i,1,0.117602825165,e,1,0.117435932159,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,3,3,3,2,1,9,0,e,1,0.0679681301117,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,3,3,3,2,2,10,3,e,1,0.16902089119,i,1,0.168483018875,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,3,3,3,2,3,11,2,i,1,0.134785890579,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,3,3,3,3,0,12,1,i,1,0.117496013641,e,1,0.116997003555,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,3,3,3,3,1,13,0,e,1,0.10133099556,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,3,3,3,3,2,14,3,e,1,0.134431838989,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,3,3,3,3,3,15,1,i,1,0.134762048721,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,3,3,3,4,0,16,1,i,1,0.134473800659,e,1,0.133942127228,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,3,3,3,4,1,17,3,e,1,0.117420911789,i,1,0.10070681572,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,3,3,3,4,2,18,0,e,1,0.101335048676,i,1,0.0843460559845,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,3,3,3,4,3,19,1,i,1,0.117723941803,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,3,3,3,5,0,20,3,e,1,0.134748220444,i,1,0.134244918823,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",4,img_trial_type_4,text_trial_type_4,0,3,3,3,5,1,21,3,e,1,0.135194063187,i,1,0.116747140884,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,3,3,3,5,2,22,0,e,1,0.10076379776,i,1,0.0852210521698,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,3,3,3,5,3,23,1,i,1,0.117397069931,e,1,0.100527048111,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,3,3,3,6,0,24,1,i,1,0.0844719409943,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,3,3,3,6,1,25,0,e,1,0.118433952332,i,1,0.100322961807,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,3,3,3,6,2,26,0,e,1,0.0842020511627,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,3,3,3,6,3,27,2,i,1,0.101696014404,e,1,0.101383924484,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,3,3,3,7,0,28,1,i,1,0.134636163712,e,1,0.116832971573,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,3,3,3,7,1,29,0,e,1,0.117331027985,i,1,0.100524902344,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,3,3,3,7,2,30,1,i,1,0.100615024567,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,3,3,3,7,3,31,2,i,1,0.0842440128326,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,3,3,3,8,0,32,2,i,1,0.118123054504,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,3,3,3,8,1,33,2,i,1,0.101630210876,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,3,3,3,8,2,34,2,i,1,0.134840011597,e,1,0.134547948837,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,3,3,3,8,3,35,2,i,1,0.118371009827,e,1,0.101545810699,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",3,img_trial_type_3,text_trial_type_3,0,3,3,3,9,0,36,2,i,1,0.118595838547,e,1,0.118256092072,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,3,3,3,9,1,37,0,e,1,0.135931968689,i,1,0.135544061661,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,3,3,3,9,2,38,1,i,1,0.168217182159,e,1,0.167668104172,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,3,3,3,9,3,39,0,e,1,0.134243011475,i,1,0.116137981415,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,0,0,0,1,e,1,0.252020120621,i,1,0.235549926758,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,0,1,1,0,i,1,0.0847268104553,e,1,0.0841891765594,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,1,0,2,1,e,1,0.117192029953,i,1,0.100450992584,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,1,1,3,1,e,1,0.0500268936157,i,1,0.0331609249115,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,2,0,4,1,e,1,0.0522639751434,i,1,0.0518128871918,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,2,1,5,0,i,1,0.0675599575043,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,3,0,6,1,e,1,0.101686000824,i,1,0.0839948654175,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,3,1,7,0,i,1,0.0515511035919,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,4,0,8,0,i,1,0.0508041381836,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,4,1,9,1,e,1,0.0840301513672,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,5,0,10,0,i,1,0.101951122284,e,1,0.101691961288,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,5,1,11,1,e,1,0.0845401287079,i,1,0.0840249061584,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,6,0,12,0,i,1,0.067312002182,e,1,0.0511651039124,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,6,1,13,0,i,1,0.100601911545,e,1,0.100176811218,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,7,0,14,1,e,1,0.0501561164856,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,7,1,15,0,i,1,0.10143494606,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,8,0,16,0,i,1,0.101618051529,e,1,0.101150989532,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,8,1,17,0,i,1,0.101138114929,e,1,0.100647926331,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,9,0,18,1,e,1,0.0684881210327,i,1,0.0680680274963,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,9,1,19,1,e,1,0.100386857986,i,1,0.084431886673,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",1,img_trial_type_1,text_trial_type_1,0,4,4,4,10,0,20,0,i,1,0.0996589660645,e,1,0.0828549861908,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,10,1,21,1,e,1,0.0849809646606,None,0,,4,,,60.1055568532,IAT,2016_May_05_1418,
Insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.",2,img_trial_type_2,text_trial_type_2,0,4,4,4,11,0,22,1,e,1,0.100900173187,i,1,0.0842440128326,4,,,60.1055568532,IAT,2016_May_05_1418,
