categoryA,categoryB,rightAttribute,leftAttribute,orStimulus,instructions,stimulusText,stimulusImage,trialtype,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,requiredResponse.keys,requiredResponse.corr,requiredResponse.rt,feedbackResponse.keys,feedbackResponse.corr,feedbackResponse.rt,participant,gender,age,frameRate,expName,date,
insects,Flowers,Positive,Negative,or,"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Nasty,blank.png,4,0,2,2,2,0,16,16,19,e,1,0.250393867493,i,1,0.0827670097351,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower2.jpg,1,0,2,2,2,0,17,17,1,i,1,0.0509121417999,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Enjoy,blank.png,3,0,2,2,2,0,18,18,11,i,1,0.149803161621,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"See above, the four categories you saw separately now appear together. Remember, each item belongs to only one group.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Dirty,blank.png,4,0,2,2,2,0,19,19,17,e,1,0.333379983902,i,1,0.167646884918,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Nasty,blank.png,4,0,3,3,3,0,0,0,19,e,1,0.401585102081,i,1,0.317107915878,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower1.jpg,1,0,3,3,3,0,1,1,0,i,1,0.0846660137177,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Enjoy,blank.png,3,0,3,3,3,0,2,2,11,i,1,0.16774392128,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Attractive,blank.png,3,0,3,3,3,0,3,3,10,i,1,0.702171087265,e,1,0.30190205574,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower2.jpg,1,0,3,3,3,0,4,4,1,i,1,0.151007175446,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Lovely,blank.png,3,0,3,3,3,0,5,5,14,i,1,0.168216943741,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Awful,blank.png,4,0,3,3,3,0,6,6,15,e,1,0.284299850464,i,1,0.166860103607,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Likeable,blank.png,3,0,3,3,3,0,7,7,13,i,1,0.0362410545349,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect2.jpg,2,0,3,3,3,0,8,8,6,e,1,0.300838947296,i,1,0.183142900467,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect4.jpg,2,0,3,3,3,0,9,9,8,e,1,0.184772014618,i,1,0.0512549877167,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Despise,blank.png,4,0,3,3,3,0,10,10,16,e,1,0.16788315773,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower4.jpg,1,0,3,3,3,0,11,11,3,i,1,0.0649130344391,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower5.jpg,1,0,3,3,3,0,12,12,4,i,1,0.184383869171,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect1.jpg,2,0,3,3,3,0,13,13,5,e,1,0.301815986633,i,1,0.15239405632,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disgust,blank.png,4,0,3,3,3,0,14,14,18,e,1,0.134413003922,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Favorable,blank.png,3,0,3,3,3,0,15,15,12,i,1,0.0685968399048,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect3.jpg,2,0,3,3,3,0,16,16,7,e,1,0.350107192993,i,1,0.20089006424,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect5.jpg,2,0,3,3,3,0,17,17,9,e,1,0.183214187622,i,1,0.0491678714752,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Dirty,blank.png,4,0,3,3,3,0,18,18,17,e,1,0.200620889664,i,1,0.0509111881256,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower3.jpg,1,0,3,3,3,0,19,19,2,i,1,0.0682909488678,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Disgust,blank.png,4,0,3,3,3,1,0,20,18,e,1,0.350752830505,i,1,0.215846061707,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect4.jpg,2,0,3,3,3,1,1,21,8,e,1,0.184248924255,i,1,0.0842089653015,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Nasty,blank.png,4,0,3,3,3,1,2,22,19,e,1,0.233628988266,i,1,0.0494329929352,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower5.jpg,1,0,3,3,3,1,3,23,4,i,1,0.0510189533234,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower4.jpg,1,0,3,3,3,1,4,24,3,i,1,0.219493150711,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Despise,blank.png,4,0,3,3,3,1,5,25,16,e,1,0.317631006241,i,1,0.216705083847,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect1.jpg,2,0,3,3,3,1,6,26,5,e,1,0.184900999069,i,1,0.0506498813629,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Likeable,blank.png,3,0,3,3,3,1,7,27,13,i,1,0.0668380260468,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower2.jpg,1,0,3,3,3,1,8,28,1,i,1,0.202871084213,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Favorable,blank.png,3,0,3,3,3,1,9,29,12,i,1,0.185003042221,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Attractive,blank.png,3,0,3,3,3,1,10,30,10,i,1,0.150770902634,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Lovely,blank.png,3,0,3,3,3,1,11,31,14,i,1,0.251327037811,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Awful,blank.png,4,0,3,3,3,1,12,32,15,e,1,0.28382897377,i,1,0.151332139969,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Dirty,blank.png,4,0,3,3,3,1,13,33,17,e,1,0.217121124268,i,1,0.0677051544189,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect5.jpg,2,0,3,3,3,1,14,34,9,e,1,0.183758974075,i,1,0.034264087677,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.",Enjoy,blank.png,3,0,3,3,3,1,15,35,11,i,1,0.0345630645752,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower3.jpg,1,0,3,3,3,1,16,36,2,i,1,0.216703176498,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower1.jpg,1,0,3,3,3,1,17,37,0,i,1,0.1837849617,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect3.jpg,2,0,3,3,3,1,18,38,7,e,1,0.335458993912,i,1,0.18297791481,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers,Positive,Negative,or,"Sort the same four categories again. Remember to go as fast as you can while making as few mistakes as possible.

The green and white labels and items may help to identify the appropriate category. Use the E and I keys to categorize items into the four groups left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect2.jpg,2,0,3,3,3,1,19,39,6,e,1,0.218873023987,i,1,0.0836842060089,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower5.jpg,1,0,4,4,4,0,0,0,4,e,1,0.300930976868,i,1,0.167068958282,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower3.jpg,1,0,4,4,4,0,1,1,2,e,1,0.201097011566,i,1,0.0516788959503,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect1.jpg,2,0,4,4,4,0,2,2,5,i,1,0.0178871154785,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower4.jpg,1,0,4,4,4,0,3,3,3,e,1,0.317559957504,i,1,0.18482208252,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower2.jpg,1,0,4,4,4,0,4,4,1,e,1,0.217236995697,i,1,0.0675859451294,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect3.jpg,2,0,4,4,4,0,5,5,7,i,1,0.50168299675,e,1,0.183938980103,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect4.jpg,2,0,4,4,4,0,6,6,8,i,1,0.184906959534,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect5.jpg,2,0,4,4,4,0,7,7,9,i,1,0.199948072433,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect2.jpg,2,0,4,4,4,0,8,8,6,i,1,0.235060214996,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower1.jpg,1,0,4,4,4,0,9,9,0,e,1,0.301197052002,i,1,0.167788028717,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect5.jpg,2,0,4,4,4,1,0,10,9,i,1,0.0169770717621,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower2.jpg,1,0,4,4,4,1,1,11,1,e,1,0.367532968521,i,1,0.233232021332,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower1.jpg,1,0,4,4,4,1,2,12,0,e,1,0.217469930649,i,1,0.133061170578,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect1.jpg,2,0,4,4,4,1,3,13,5,i,1,0.0516941547394,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect3.jpg,2,0,4,4,4,1,4,14,7,i,1,0.167329072952,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower4.jpg,1,0,4,4,4,1,5,15,3,e,1,0.317402124405,i,1,0.184221029282,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower5.jpg,1,0,4,4,4,1,6,16,4,e,1,0.183032035828,i,1,0.049779176712,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect2.jpg,2,0,4,4,4,1,7,17,6,i,1,0.0335969924927,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect4.jpg,2,0,4,4,4,1,8,18,8,i,1,0.185041904449,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower3.jpg,1,0,4,4,4,1,9,19,2,e,1,0.283852100372,i,1,0.183961868286,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect1.jpg,2,0,4,4,4,2,0,20,5,i,1,0.0512828826904,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect3.jpg,2,0,4,4,4,2,1,21,7,i,1,0.201527833939,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower1.jpg,1,0,4,4,4,2,2,22,0,e,1,0.284673929214,i,1,0.167510032654,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect5.jpg,2,0,4,4,4,2,3,23,9,i,1,0.0848748683929,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,flower5.jpg,1,0,4,4,4,2,4,24,4,e,1,0.333650112152,i,1,0.167418003082,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
insects,Flowers, , , ,"Notice above, there are only two cateogries and they have switched positions. The concept that was previously on the left is now on the right, and the concept that was on the right is now on the left. Practice this new configuration.

Use the E and I keys to catgorize items left and right, and correct errors by hitting the other key.

Press E or I to continue.", ,insect4.jpg,2,0,4,4,4,2,5,25,8,i,1,0.0503821372986,None,0,,1,m,28,60.4222044871,IAT,2016_Apr_24_1721,
